id,nombre,archetype,detected_archetype,archetype_override,cocina,price_tier,zonas_disponibles,prefs,tags,descripcion,website,health_score,explicacion_preview
cn_mcdonald_s,McDonald's,fast_food,fast_food,fast_food,Internacional,economico,"Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5","comida_rapida=10
fast_food=10
fast_service=10
quick_meal=10
casual=9
comfort_food=8
family_friendly=8
social_grupo=7
lively=6",fastfood | quickmeal | americana | fastservice | casual | comfortfood,"Cadena global de comida rapida. Disponible en: Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5.",https://www.mcdonalds.com.gt/,100.0,"McDonald's encaja con perfiles fast food/casual: comida rapida, comfort food, sin premium ni gourmet."
cn_mercado_24,Mercado 24,fusion_premium,fusion_premium,fusion_premium,Internacional,premium,Zona 10,"trendy=10
aventurero=9
gourmet=9
social_grupo=9
aesthetic=8
lively=8
nightlife=8
premium=7
comfort_food=6",trendy | gourmet | aventurero | socialgrupo | aesthetic | lively,Mercado gastronomico con multiples conceptos y ambiente vibrante.,https://www.mercado24.gt/,100.0,"Mercado 24 encaja con perfiles exploradores/trendy: fusion, social, aventura."
cn_milagrito,Milagrito,nightlife_social,nightlife_social,,Mexicana,casual,Zona 10,"nightlife=9
pref_mexicana=9
social_grupo=9
casual=8
lively=8
craft_beer=7
trendy=7
comfort_food=6
aventurero=5",nightlife | socialgrupo | mexicana | lively | casual | craftbeer,Cantina mexicana con ambiente festivo.,,100.0,"Milagrito destacaria por: nightlife, social grupo, pref mexicana."
cn_monoloco,Monoloco,nightlife_social,nightlife_social,,Internacional,premium,Zona 10,"lively=9
nightlife=9
social_grupo=9
craft_beer=8
casual=7
comfort_food=7
trendy=7
aventurero=6
premium=6",nightlife | lively | socialgrupo | craftbeer | trendy | comfortfood,Bar restaurante iconico con ambiente social y musica en vivo.,https://www.monoloco.com/,100.0,"Monoloco destacaria por: nightlife, lively, social grupo."
cn_nifu_nifa,Nifu Nifa,asian_fast_casual,casual_dining,,Asiatica,casual,Zona 10,"asian_fusion=9
casual=9
comida_rapida=9
fast_service=9
quick_meal=9
comfort_food=8
family_friendly=8
social_grupo=7
lively=6",asiatico | quickmeal | fastservice | casual | comfortfood | china,Dim sum y cocina cantonesa en ambiente casual.,,100.0,"Nifu Nifa encaja con perfiles asiatico rapido/casual: quick meal, asian fusion, sin premium ni italiano."
cn_nikkei,Nikkei,asian_fusion_premium,casual_dining,,Peruana,premium,"Zona 10, Zona 14","asian_fusion=10
aventurero=9
trendy=9
premium=8
elegant=7
gourmet=7
slow_food=7
social_grupo=7
lively=6
comfort_food=5
nightlife=5
romantic=5",asiatico | aventurero | trendy | premium | gourmet | socialgrupo,"Cocina nikkei peruano-japonesa reconocida en la ciudad. Disponible en: Zona 10, Zona 14.",,100.0,"Nikkei destacaria por: asian fusion, aventurero, trendy."
cn_nuestra_cerveceria,Nuestra Cerveceria,nightlife_social,nightlife_social,,Internacional,casual,"Zona 10, Zona 16","nightlife=9
social_grupo=9
casual=8
craft_beer=8
lively=8
aventurero=7
gourmet=7
trendy=7
comfort_food=6",nightlife | socialgrupo | lively | craftbeer | casual | trendy,"Cerveza artesanal guatemalteca y platos para compartir. Disponible en: Zona 10, Zona 16.",,100.0,"Nuestra Cerveceria destacaria por: nightlife, social grupo, lively."
cn_olive_garden,Olive Garden,italian_casual,italian_casual,,Italiana,casual,Zona 10,"pref_italiana=10
casual=8
comfort_food=8
family_friendly=8
fast_service=7
social_grupo=7
lively=6",italiana | casual | familyfriendly | comfortfood | fastservice | socialgrupo,Cadena italiana con pastas y pan de ajo iconico.,https://www.olivegarden.com/,100.0,"Olive Garden destacaria por: pref italiana, casual, family friendly."
cn_outback_steakhouse,Outback Steakhouse,steakhouse_premium,steakhouse_premium,,Steakhouse,premium,"Zona 10, Zona 14","premium=9
business_dining=8
casual=8
comfort_food=8
contundente=8
family_friendly=8
gourmet=8
social_grupo=7
elegant=6
lively=6
wine_focus=6",premium | gourmet | businessdining | contundente | familyfriendly | comfortfood,"Steakhouse de cadena con cortes generosos y ambiente casual. Disponible en: Zona 10, Zona 14.",https://www.outback.com/,100.0,"Outback Steakhouse destacaria por: premium, gourmet, business dining."
cn_p_f_chang_s,P.F. Chang's,asian_fusion_premium,casual_dining,,Asiatica,premium,"Zona 10, Zona 14","asian_fusion=10
aventurero=9
business_dining=8
casual=8
premium=8
social_grupo=8
trendy=8
gourmet=7
comfort_food=6
lively=6",asiatico | aventurero | premium | trendy | socialgrupo | businessdining,"Cocina asiatica contemporanea en cadena reconocida. Disponible en: Zona 10, Zona 14.",https://www.pfchangs.com/,100.0,"P.F. Chang's destacaria por: asian fusion, aventurero, premium."
cn_paisano,Paisano,italian_casual,italian_premium,,Italiana,casual,Zona 10,"pref_italiana=10
casual=8
comfort_food=8
family_friendly=8
fast_service=7
slow_food=7
social_grupo=7
lively=6",italiana | casual | familyfriendly | comfortfood | fastservice | slowfood,Trattoria italiana accesible con ambiente familiar.,,100.0,"Paisano destacaria por: pref italiana, casual, family friendly."
cn_paligo,Paligo,fusion_premium,casual_dining,,Internacional,premium,Zona 10,"gourmet=9
trendy=9
aesthetic=8
aventurero=8
business_dining=8
elegant=8
premium=8
social_grupo=8
wine_focus=8
slow_food=7
comfort_food=5
lively=5
romantic=5",gourmet | trendy | aventurero | aesthetic | socialgrupo | premium,Bistro internacional con carta variada y servicio formal.,,100.0,"Paligo encaja con perfiles exploradores/trendy: fusion, social, aventura."
cn_papa_john_s,Papa John's,fast_food,fast_food,fast_food,Internacional,economico,"Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5","comida_rapida=10
fast_food=10
fast_service=10
quick_meal=10
casual=9
comfort_food=8
family_friendly=8
social_grupo=6
lively=5",fastfood | quickmeal | americana | fastservice | casual | comfortfood,"Pizza a domicilio de cadena internacional. Disponible en: Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5.",,100.0,"Papa John's encaja con perfiles fast food/casual: comida rapida, comfort food, sin premium ni gourmet."
cn_pecorino,Pecorino,italian_premium,italian_premium,,Italiana,premium,"Zona 10, Zona 16","pref_italiana=10
premium=8
romantic=8
slow_food=8
wine_focus=8
business_dining=7
elegant=7
intimate=7
comfort_food=6
social_grupo=6
aventurero=5
lively=5",italiana | slowfood | winefocus | romantic | premium | businessdining,"Pastas artesanales y carta de vinos para cenas largas. Disponible en: Zona 10, Zona 16.",https://www.pecorino.com.gt/,100.0,"Pecorino encaja con perfiles italianos premium: cocina italiana, cenas especiales."
cn_pizza_hut,Pizza Hut,fast_food,fast_food,,Internacional,economico,"Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5","comida_rapida=10
fast_food=10
fast_service=10
quick_meal=10
casual=9
comfort_food=8
family_friendly=8
social_grupo=7
lively=6",fastfood | quickmeal | americana | fastservice | casual | comfortfood,"Pizzeria de cadena internacional. Disponible en: Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5.",,100.0,"Pizza Hut encaja con perfiles fast food/casual: comida rapida, comfort food, sin premium ni gourmet."
cn_pollo_campero,Pollo Campero,guatemalteca_fast,guatemalteca_fast,guatemalteca_fast,Guatemalteca,economico,"Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5","pref_guatemalteca=10
comfort_food=9
family_friendly=9
fast_service=9
quick_meal=9
casual=8
comida_rapida=8
fast_food=8
social_grupo=8
lively=7",guatemalteca | fastservice | americana | comfortfood | familyfriendly | quickmeal | fastfood,"Sucursal Zona 10 de Pollo Campero. Disponible en: Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5.",https://www.campero.com/,100.0,"Pollo Campero destacaria por: pref guatemalteca, fast service, comfort food."
cn_porcino,Porcino,steakhouse_premium,steakhouse_premium,,Italiana,fine,"Zona 10, Zona 16","gourmet=9
premium=9
business_dining=8
contundente=8
elegant=8
social_grupo=6
wine_focus=6
comfort_food=5
lively=5
romantic=5",premium | gourmet | businessdining | contundente | elegant | winefocus,"Cortes premium y especialidades italianas en salon moderno. Disponible en: Zona 10, Zona 16.",https://www.porcino.com.gt/,100.0,"Porcino destacaria por: premium, gourmet, business dining."
cn_portal_del_angel,Portal del Angel,premium_fine,premium_fine,,Internacional,fine,Zona 10,"elegant=9
gourmet=9
premium=9
business_dining=8
exclusive=8
romantic=8
wine_focus=8
intimate=7
social_grupo=6
aventurero=5
comfort_food=5
lively=5",premium | gourmet | elegant | exclusive | romantic | winefocus,Restaurante reconocido en Fontabella con propuesta internacional refinada.,,100.0,"Portal del Angel destacaria por: premium, gourmet, elegant."
cn_punto_mediterraneo,Punto Mediterraneo,mediterranean_premium,casual_dining,,Mediterranea,premium,Zona 10,"pref_mediterranea=10
saludable=9
elegant=8
gourmet=7
premium=7
slow_food=7
comfort_food=6
romantic=6
social_grupo=6
aventurero=5
lively=5",prefmediterranea | saludable | elegant | gourmet | premium | slowfood,Cocina mediterranea con pescados y pastas.,,100.0,"Punto Mediterraneo destacaria por: pref mediterranea, saludable, elegant."
cn_renata,Renata,cafe_brunch,cafe_brunch,,Cafe,casual,Zona 16,"coffee_culture=10
aesthetic=8
brunch=8
casual=8
comfort_food=8
family_friendly=8
social_grupo=7
lively=6
saludable=6
aventurero=5
premium=4",coffee | brunch | aesthetic | casual | comfortfood | familyfriendly,Pasteleria y reposteria reconocida en Cayala.,,100.0,"Renata encaja con perfiles cafe/brunch: coffee culture, ambiente casual."
cn_rincon_del_steak,Rincon del Steak,steakhouse_premium,steakhouse_premium,,Steakhouse,premium,"Zona 10, Zona 16","premium=9
business_dining=8
comfort_food=8
contundente=8
gourmet=8
slow_food=7
elegant=6
social_grupo=6
wine_focus=6
lively=5",premium | gourmet | businessdining | contundente | comfortfood | slowfood,"Parrilla reconocida para amantes de la carne. Disponible en: Zona 10, Zona 16.",,100.0,"Rincon del Steak destacaria por: premium, gourmet, business dining."
cn_rustica,Rustica,italian_casual,italian_casual,,Italiana,casual,Zona 10,"pref_italiana=10
casual=8
comfort_food=8
family_friendly=8
fast_service=7
slow_food=7
social_grupo=6
lively=5",italiana | casual | familyfriendly | comfortfood | fastservice | slowfood,Pizza rustica al horno de lena.,,100.0,"Rustica destacaria por: pref italiana, casual, family friendly."
cn_saint_honore,Saint Honore,french_bistro,casual_dining,,Francesa,premium,Zona 10,"aesthetic=8
elegant=8
gourmet=8
premium=8
comfort_food=7
family_friendly=7
romantic=7
slow_food=7
wine_focus=7
aventurero=6
social_grupo=6
lively=5
trendy=5",gourmet | elegant | premium | aesthetic | winefocus | romantic,Pasteleria francesa y platos ligeros de alta calidad.,,100.0,"Saint Honore destacaria por: gourmet, elegant, premium."
cn_san_martin,San Martin,cafe_brunch,cafe_brunch,,Cafe,casual,"Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5","coffee_culture=10
comfort_food=9
family_friendly=9
brunch=8
casual=8
social_grupo=8
aesthetic=7
lively=7
saludable=6",coffee | familyfriendly | comfortfood | brunch | casual | socialgrupo,"Panaderia y cafe reconocida en Guatemala. Disponible en: Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5.",,100.0,"San Martin encaja con perfiles cafe/brunch: coffee culture, ambiente casual."
cn_sarita,Sarita,cafe_brunch,cafe_brunch,,Cafe,economico,"Zona 10, Zona 16, Zona 11","coffee_culture=10
family_friendly=9
brunch=8
casual=8
comfort_food=8
aesthetic=7
slow_food=7
social_grupo=7
lively=6
saludable=6",coffee | familyfriendly | brunch | casual | comfortfood | aesthetic,"Helados Sarita, marca guatemalteca iconica. Disponible en: Zona 10, Zona 16, Zona 11.",,100.0,"Sarita encaja con perfiles cafe/brunch: coffee culture, ambiente casual."
cn_saul,Saúl,cafe_brunch,casual_dining,,Internacional,premium,Zona 10,"coffee_culture=10
aesthetic=9
brunch=9
casual=8
social_grupo=8
trendy=8
aventurero=7
comfort_food=7
lively=7
saludable=6
romantic=5
premium=4",coffee | brunch | aesthetic | casual | socialgrupo | trendy,Bistro creativo con identidad propia en el corazon de Zona 10.,https://www.restaurantesaul.com/,100.0,"Saúl encaja con perfiles cafe/brunch: coffee culture, ambiente casual."
cn_shiro,Shiro,japanese_premium,premium_fine,,Japonesa,fine,Zona 10,"pref_japonesa=10
premium=10
gourmet=9
elegant=8
exclusive=8
aventurero=7
business_dining=7
romantic=7
social_grupo=6
trendy=6",japonesa | premium | gourmet | elegant | exclusive | businessdining,Sushi y cocina japonesa de alta calidad.,https://www.shiro.com.gt/,100.0,"Shiro destacaria por: pref japonesa, premium, gourmet."
cn_starbucks,Starbucks,cafe_brunch,cafe_brunch,,Cafe,casual,"Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5","coffee_culture=10
aesthetic=8
brunch=8
casual=8
comfort_food=8
social_grupo=8
lively=6
saludable=6
aventurero=5",coffee | brunch | aesthetic | casual | socialgrupo | comfortfood,"Cafe de cadena internacional con bebidas y reposteria. Disponible en: Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5.",https://www.starbucks.com.gt/,100.0,"Starbucks encaja con perfiles cafe/brunch: coffee culture, ambiente casual."
cn_sublime,Sublime,premium_fine,premium_fine,,Fusion,fine,Zona 10,"premium=10
gourmet=9
romantic=9
elegant=8
exclusive=8
wine_focus=8
aventurero=7
intimate=7
trendy=6
comfort_food=5
social_grupo=5",premium | gourmet | romantic | exclusive | elegant | winefocus,Experiencia gastronomica de autor con maridaje cuidado.,https://www.sublime.gt/,100.0,"Sublime destacaria por: premium, gourmet, romantic."
cn_subway,Subway,fast_food,fast_food,,Internacional,economico,"Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5","comida_rapida=10
fast_food=10
fast_service=10
quick_meal=10
casual=9
saludable=9
comfort_food=8
family_friendly=7
social_grupo=6",fastfood | quickmeal | americana | fastservice | casual | saludable,"Sandwiches personalizables de cadena global. Disponible en: Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5.",,100.0,"Subway encaja con perfiles fast food/casual: comida rapida, comfort food, sin premium ni gourmet."
cn_tablon_del_8,Tablon del 8,steakhouse_premium,steakhouse_premium,,Steakhouse,fine,"Zona 10, Zona 16","gourmet=9
premium=9
business_dining=8
contundente=8
elegant=8
social_grupo=6
wine_focus=6
comfort_food=5
lively=5
romantic=5",premium | gourmet | businessdining | contundente | elegant | winefocus,"Cortes premium y ambiente de parrilla de alto nivel. Disponible en: Zona 10, Zona 16.",,100.0,"Tablon del 8 destacaria por: premium, gourmet, business dining."
cn_taco_bell,Taco Bell,fast_food,fast_food,,Internacional,economico,"Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5","comida_rapida=10
fast_food=10
fast_service=10
quick_meal=10
casual=9
pref_mexicana=9
comfort_food=8
family_friendly=7
social_grupo=6
lively=5",fastfood | quickmeal | americana | fastservice | casual | mexicana,"Comida mexicana rapida de cadena internacional. Disponible en: Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5.",,100.0,"Taco Bell encaja con perfiles fast food/casual: comida rapida, comfort food, sin premium ni gourmet."
cn_tamarindos,Tamarindos,premium_fine,premium_fine,,Fusion,fine,Zona 10,"gourmet=10
premium=10
romantic=9
aventurero=8
elegant=8
exclusive=8
intimate=7
trendy=7
wine_focus=7
social_grupo=6
comfort_food=5
lively=5",premium | gourmet | romantic | exclusive | elegant | aventurero,Cocina de autor con ingredientes locales y montaje elegante.,https://www.tamarindos.com.gt/,100.0,"Tamarindos destacaria por: premium, gourmet, romantic."
cn_tgi_friday_s,TGI Friday's,nightlife_social,nightlife_social,,Internacional,casual,Zona 10,"nightlife=9
social_grupo=9
casual=8
lively=8
comfort_food=7
craft_beer=7
trendy=7",nightlife | socialgrupo | lively | casual | craftbeer | trendy,Restaurante bar americano con ambiente festivo.,,100.0,"TGI Friday's destacaria por: nightlife, social grupo, lively."
cn_tip_top,Tip Top,guatemalteca_fast,guatemalteca_fast,,Internacional,economico,"Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5","pref_guatemalteca=10
family_friendly=9
fast_service=9
quick_meal=9
casual=8
comfort_food=8
comida_rapida=8
fast_food=8
social_grupo=7
lively=6",guatemalteca | fastservice | americana | familyfriendly | quickmeal | fastfood,"Cadena guatemalteca de comida rapida y platos tradicionales. Disponible en: Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5.",,100.0,"Tip Top destacaria por: pref guatemalteca, fast service, family friendly."
cn_tony_roma_s,Tony Roma's,american_casual_chain,casual_dining,,Internacional,casual,Zona 10,"casual=8
comfort_food=8
family_friendly=8
social_grupo=8
fast_service=7
lively=6",comfortfood | familyfriendly | casual | socialgrupo | fastservice | lively,Costillas BBQ y platos americanos en cadena reconocida.,,100.0,"Tony Roma's destacaria por: comfort food, family friendly, casual."
cn_tre_fratelli,Tre Fratelli,italian_premium,italian_premium,italian_premium,Italiana,premium,"Zona 10, Zona 16","pref_italiana=10
business_dining=8
premium=8
romantic=8
slow_food=8
wine_focus=8
intimate=7
social_grupo=7
comfort_food=6
elegant=6
lively=6
aventurero=5",italiana | slowfood | winefocus | romantic | businessdining | premium,"Recetas italianas clasicas con servicio cuidado en Zona 10. Disponible en: Zona 10, Zona 16.",https://www.trefratelli.com.gt/,100.0,"Tre Fratelli encaja con perfiles italianos premium: cocina italiana, cenas especiales."
cn_tul_y_tul,Tul y Tul,fusion_premium,casual_dining,,Internacional,premium,Zona 10,"gourmet=9
trendy=9
aesthetic=8
aventurero=8
elegant=8
premium=8
romantic=8
social_grupo=8
intimate=7
slow_food=7
comfort_food=6
lively=6",gourmet | trendy | aventurero | aesthetic | socialgrupo | premium,Bistro con terraza y propuesta internacional refinada.,,100.0,"Tul y Tul encaja con perfiles exploradores/trendy: fusion, social, aventura."
cn_wendy_s,Wendy's,fast_food,fast_food,,Internacional,economico,"Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5","comida_rapida=10
fast_food=10
fast_service=10
quick_meal=10
casual=9
comfort_food=8
family_friendly=7
social_grupo=6
lively=5",fastfood | quickmeal | americana | fastservice | casual | comfortfood,"Hamburguesas y frosty de cadena americana. Disponible en: Zona 10, Zona 14, Zona 15, Zona 16, Zona 11, Zona 5.",https://www.wendys.com.gt/,100.0,"Wendy's encaja con perfiles fast food/casual: comida rapida, comfort food, sin premium ni gourmet."
cn_wok_to_walk,Wok to Walk,asian_fast_casual,asian_fast_casual,asian_fast_casual,Asiatica,economico,"Zona 10, Zona 16","fast_food=10
fast_service=10
quick_meal=10
asian_fusion=9
casual=9
comida_rapida=9
comfort_food=7
street_food=7
family_friendly=6
social_grupo=5",quickmeal | fastservice | fastfood | asiatico | casual | china,"Wok personalizable de servicio rapido. Disponible en: Zona 10, Zona 16.",,100.0,"Wok to Walk encaja con perfiles asiatico rapido/casual: quick meal, asian fusion, sin premium ni italiano."
cn_zest,Zest,fusion_premium,casual_dining,,Internacional,premium,Zona 10,"aventurero=9
gourmet=9
trendy=9
aesthetic=8
casual=8
social_grupo=8
premium=7
comfort_food=6
lively=6",gourmet | trendy | aventurero | aesthetic | socialgrupo | casual,Cocina internacional con toques citricos y ambiente urbano.,,100.0,"Zest encaja con perfiles exploradores/trendy: fusion, social, aventura."
